right_arm_angle,left_arm_angle,left_waist_angle,right_waist_angle,step_length,step_speed,bent_angle,height
26.06,54.28,168.91,169.48,173.65,0.0,178.65,491.55
29.77,56.22,165.5,165.75,201.56,0.0,178.68,487.48
31.26,56.5,161.79,165.64,214.67,0.0,178.34,485.0
31.33,56.13,159.59,167.96,213.94,0.0,177.99,484.02
30.62,53.49,156.73,172.49,209.88,0.0,177.35,485.37
29.08,50.92,152.78,177.0,207.51,0.0,176.05,483.69
24.74,46.79,149.78,178.79,201.81,0.0,175.73,478.43
16.07,35.88,142.58,178.24,190.91,0.0,175.02,470.88
9.58,28.03,141.57,177.33,178.47,407.59,175.37,465.39
2.91,19.01,143.37,177.3,153.38,0.0,175.7,466.76
3.67,12.82,159.89,173.45,50.92,0.0,176.1,482.35
11.13,1.65,156.13,173.42,71.45,0.0,175.8,475.3
19.02,0.79,158.85,173.31,71.69,0.0,176.78,474.32
29.12,3.08,165.04,173.47,43.74,0.0,176.77,482.55
33.57,0.49,169.83,170.18,24.17,0.0,176.75,484.09
40.53,4.24,177.07,166.9,52.61,0.0,176.75,490.46
45.19,0.77,165.49,174.01,113.22,0.0,176.58,494.53
50.24,5.66,163.15,164.76,160.05,0.0,177.26,495.54
58.39,13.3,173.25,169.41,93.05,314.69,179.1,496.4
62.15,17.11,159.57,160.09,202.09,0.0,179.1,494.24
62.71,18.6,163.07,154.68,215.0,0.0,177.88,494.65
61.22,17.88,167.32,149.91,213.0,0.0,176.67,495.41
59.3,16.02,172.56,146.07,210.19,0.0,175.51,493.04
56.21,12.69,179.34,142.93,206.07,0.0,174.91,487.54
51.75,1.97,178.99,140.1,195.35,0.0,175.44,480.73
46.39,0.24,178.44,142.54,177.91,0.0,176.29,468.37
38.51,5.33,173.77,147.08,150.3,0.0,175.91,464.61
28.93,4.26,171.2,147.47,129.54,0.0,175.03,464.04
20.39,3.93,167.27,151.92,96.43,419.58,174.38,467.75
13.37,1.99,170.92,161.2,59.09,0.0,175.21,469.36
5.29,21.97,172.27,165.24,26.93,0.0,176.52,486.97
1.76,29.21,173.35,171.37,37.22,0.0,177.48,499.12
9.66,35.86,171.33,177.9,88.46,0.0,177.17,506.68
14.83,40.97,170.02,173.69,143.78,0.0,177.23,509.2
17.65,44.12,166.22,166.99,190.76,0.0,177.26,507.57
19.72,48.14,165.32,162.51,220.74,0.0,178.15,506.57
23.91,50.31,164.15,162.95,231.86,0.0,178.45,506.08
25.81,50.88,160.71,166.83,232.46,0.0,177.51,507.0
26.08,50.52,156.58,171.04,234.68,356.64,176.6,506.22
22.96,47.79,151.62,172.85,236.46,0.0,175.96,503.48
19.74,45.21,147.95,177.07,227.5,0.0,174.83,498.98
16.56,39.12,144.4,179.76,223.38,0.0,174.53,496.68
8.67,31.78,138.53,179.35,219.83,0.0,174.86,488.53
1.07,24.1,139.49,179.21,209.77,0.0,175.76,483.05
7.8,12.61,140.18,178.41,180.77,0.0,175.06,485.19
13.13,7.63,146.59,178.66,156.43,0.0,175.91,485.19
21.58,6.59,154.02,177.6,129.63,0.0,176.84,487.57
29.7,4.24,159.22,178.09,106.79,0.0,177.79,492.3
38.06,4.25,170.43,177.53,64.66,301.2,179.37,498.95
43.8,2.14,174.59,176.19,27.07,0.0,178.13,510.82
49.79,1.64,177.45,176.9,33.3,0.0,178.76,511.41
54.08,0.89,177.8,176.79,55.97,0.0,179.08,513.4
57.59,23.05,173.68,176.11,73.08,0.0,179.69,510.42
58.89,11.04,173.37,175.12,90.61,0.0,180.0,507.44
60.05,3.11,174.48,174.63,98.41,0.0,179.69,506.81
58.16,1.48,178.31,171.02,90.01,0.0,179.38,505.45
55.31,1.11,177.44,167.33,94.01,0.0,179.38,504.71
51.94,4.92,178.85,165.11,95.01,0.0,178.75,504.91
46.6,4.02,179.78,163.65,91.0,236.76,179.38,504.03
40.33,5.97,178.0,162.89,94.02,0.0,178.45,504.03
34.98,7.73,177.35,164.19,87.14,0.0,178.76,500.9
26.4,4.69,178.38,167.13,81.1,0.0,179.69,500.9
17.53,8.9,179.32,169.89,68.12,0.0,177.84,499.73
8.32,14.36,178.62,168.68,57.01,0.0,178.14,497.4
3.37,20.77,177.72,171.78,48.01,0.0,176.25,496.23
2.49,24.64,176.24,173.74,42.0,0.0,175.58,496.16
11.06,27.87,175.05,172.7,39.01,0.0,175.24,491.72
15.89,32.11,172.0,174.6,38.0,0.0,173.94,492.59
20.88,36.03,169.23,176.21,34.06,77.92,172.32,493.98
26.02,38.65,168.17,177.96,24.08,0.0,171.37,494.41
29.28,40.45,165.97,179.25,26.31,0.0,171.11,497.78
31.89,39.84,167.31,178.49,24.04,0.0,171.78,501.73
33.59,39.11,167.85,177.5,22.85,0.0,172.05,508.22
33.78,38.79,167.22,176.97,21.02,0.0,172.05,513.08
33.98,37.54,167.72,177.21,21.47,0.0,172.01,515.01
31.97,35.55,168.62,177.41,21.93,0.0,172.36,515.0
29.5,33.37,169.93,177.4,21.19,0.0,172.99,515.05
27.21,30.89,171.24,177.1,18.97,0.0,173.66,517.19
24.98,25.7,172.06,177.4,18.68,19.48,174.01,520.31
20.27,20.62,173.07,178.36,18.68,0.0,174.66,522.51
16.64,17.15,173.89,179.73,20.62,0.0,175.91,521.7
7.85,12.74,174.64,179.76,20.4,0.0,176.52,523.11
4.16,9.81,175.77,179.13,21.38,0.0,177.47,523.45
5.15,6.48,175.04,178.45,26.48,0.0,177.8,523.3
6.47,5.11,172.07,177.29,35.74,0.0,177.8,521.58
6.84,4.41,168.92,176.9,43.17,0.0,177.5,523.57
9.21,3.1,167.73,176.93,49.03,0.0,177.81,526.37
11.51,2.72,164.76,176.68,56.72,0.0,177.52,527.57
13.83,2.71,164.16,176.7,58.01,-32.97,177.54,532.0
15.71,2.41,165.94,176.42,49.09,0.0,177.54,531.68
17.92,1.28,167.22,175.8,43.57,0.0,177.84,534.8
19.65,0.27,168.34,175.8,42.95,0.0,178.46,537.92
21.11,0.79,169.35,175.74,41.23,0.0,178.77,538.91
21.59,2.42,170.56,175.43,41.48,0.0,179.08,539.07
21.74,3.57,172.16,173.92,37.64,0.0,180.0,539.73
21.55,5.29,173.47,174.03,38.6,0.0,179.39,539.73
20.96,8.46,174.19,173.58,40.52,0.0,179.7,541.87
17.43,10.75,174.7,174.96,45.4,0.0,180.0,543.69
9.34,11.93,171.03,175.38,57.22,-35.96,178.48,542.64
3.58,13.17,168.6,176.94,70.11,0.0,177.29,543.07
2.25,16.55,167.76,179.46,85.09,0.0,177.61,540.42
0.52,19.61,165.18,176.3,103.08,0.0,177.05,538.93
1.05,21.13,178.88,164.94,85.91,0.0,177.34,533.19
1.07,25.52,163.32,173.9,100.02,0.0,178.26,530.33
0.28,29.26,160.19,164.3,175.03,0.0,178.26,528.77
0.05,32.75,160.04,160.78,193.09,0.0,178.85,526.55
7.09,36.0,160.95,165.41,215.23,0.0,178.26,528.14
7.23,36.05,160.14,165.02,223.44,0.0,178.83,527.93
7.69,36.16,158.48,167.82,222.58,-193.31,178.51,528.56
5.49,36.02,157.27,169.42,222.51,0.0,179.1,528.08
3.33,31.02,152.53,169.84,222.51,0.0,178.8,529.32
3.03,24.63,148.12,171.51,221.18,0.0,178.5,530.07
0.12,18.99,143.99,174.57,216.08,0.0,178.21,525.57
3.68,16.05,143.64,179.28,205.01,0.0,178.21,515.4
5.39,10.14,144.37,178.62,183.1,0.0,178.44,506.44
3.49,4.34,143.49,176.36,157.85,0.0,177.54,508.13
10.7,2.13,152.29,179.19,124.33,0.0,180.0,513.23
20.51,3.37,156.57,174.91,78.89,0.0,178.73,512.93
29.02,7.24,163.6,172.51,43.6,-368.63,177.79,510.11
35.78,12.06,165.29,170.61,26.68,0.0,177.46,510.54
45.01,15.02,170.96,174.33,38.29,0.0,178.42,508.18
52.83,19.43,178.03,174.36,83.93,0.0,178.73,510.42
58.96,20.98,171.36,173.01,136.33,0.0,179.68,514.84
64.36,23.06,166.85,170.79,177.55,0.0,179.68,521.31
69.55,24.63,162.12,168.56,217.52,0.0,179.68,518.7
72.35,25.15,159.12,166.42,239.47,0.0,179.36,513.97
73.68,24.98,160.15,163.94,247.24,0.0,179.04,512.96
72.92,24.39,164.42,160.57,245.05,0.0,179.68,515.77
68.99,21.12,165.42,154.43,248.0,-370.13,179.69,518.52
64.71,19.42,169.69,149.25,248.29,0.0,178.44,517.79
58.64,14.88,174.72,143.18,238.3,0.0,176.92,508.95
50.05,9.43,178.76,140.02,209.48,0.0,176.09,506.54
41.94,3.14,141.56,176.13,165.39,0.0,176.6,487.54
36.18,4.54,176.8,153.52,125.9,0.0,178.46,485.58
25.57,14.86,175.08,150.85,135.21,0.0,177.54,492.26
15.34,20.48,174.92,164.49,83.49,0.0,177.86,503.56
4.82,31.42,176.68,166.22,63.82,0.0,178.77,508.65
2.54,39.39,176.25,163.41,48.76,0.0,177.86,509.64
0.7,46.63,176.39,169.92,56.61,-410.59,178.19,507.71
4.57,51.74,175.02,174.85,68.15,0.0,178.21,518.48
15.25,54.72,169.76,175.55,130.05,0.0,176.82,517.96
21.58,58.22,166.79,167.33,183.98,0.0,177.19,519.32
25.34,61.03,164.47,160.91,217.22,0.0,178.33,516.26
28.97,61.94,162.09,159.45,229.26,0.0,178.6,513.72
31.77,60.25,156.62,162.09,230.63,0.0,177.73,511.55
31.84,57.97,152.7,167.23,235.17,0.0,176.87,511.89
29.56,54.6,146.86,171.84,234.0,0.0,176.02,511.3
25.27,48.54,143.26,175.95,221.73,0.0,175.17,503.57
18.13,41.66,142.13,176.85,209.26,-433.07,175.91,492.3
6.71,33.91,141.82,179.01,180.71,0.0,175.81,482.9
2.92,25.86,143.78,179.04,156.11,0.0,175.39,480.93
0.24,16.5,145.36,178.57,133.15,0.0,175.31,481.21
2.31,9.76,149.69,172.28,97.67,0.0,174.01,483.18
12.53,3.09,158.72,174.67,60.54,0.0,175.21,488.62
20.16,2.5,167.69,168.11,18.11,0.0,175.26,500.5
34.34,7.02,171.57,173.13,31.32,0.0,175.94,504.01
40.24,11.04,176.26,167.52,73.01,0.0,174.69,509.27
47.67,15.03,175.09,168.98,124.2,0.0,174.72,510.61
51.92,15.42,166.28,166.16,169.05,-356.64,175.65,506.29
55.78,14.95,161.98,164.61,196.0,0.0,176.54,503.4
58.69,15.26,162.42,163.0,209.06,0.0,177.18,498.73
58.26,14.23,164.34,159.49,213.02,0.0,176.87,497.69
55.66,13.06,167.94,153.54,216.0,0.0,175.6,500.03
53.54,11.1,171.12,151.39,222.0,0.0,175.63,501.63
48.55,9.41,177.38,145.05,193.58,0.0,173.76,502.68
41.77,6.07,179.47,140.27,208.28,0.0,173.49,490.52
34.77,0.3,176.89,142.6,196.51,0.0,174.72,476.77
23.09,6.81,176.09,141.48,176.24,0.0,174.69,472.46
11.12,14.16,174.21,147.15,145.34,-406.09,175.13,474.24
8.13,22.08,170.95,161.95,60.93,0.0,176.05,462.29
6.97,29.36,172.33,166.0,44.05,0.0,176.4,469.95
9.41,36.85,172.07,167.25,40.8,0.0,177.09,480.58
8.45,43.46,171.5,166.15,33.14,0.0,176.48,489.33
13.94,51.56,173.32,167.37,42.01,0.0,175.82,493.04
23.17,56.33,173.28,173.99,79.31,0.0,176.14,495.43
31.55,61.86,173.18,178.95,136.07,0.0,176.48,495.1
35.58,68.22,173.44,172.07,175.92,0.0,177.79,494.79
38.93,72.28,172.46,168.88,197.91,0.0,179.05,491.92
42.32,73.42,169.51,170.3,201.72,-328.17,178.75,491.47
41.26,71.31,163.83,173.35,201.3,0.0,177.82,489.46
39.85,67.04,158.21,177.82,198.01,0.0,176.29,485.6
35.27,62.01,153.18,179.61,187.77,0.0,175.67,478.85
27.12,53.76,148.01,179.98,174.35,0.0,175.36,470.54
18.02,45.74,147.01,177.47,157.81,0.0,176.84,460.66
11.83,37.19,147.99,179.86,137.75,0.0,175.73,456.4
7.41,28.48,149.4,176.76,115.68,0.0,175.04,455.8
7.82,22.06,154.22,175.82,93.43,0.0,174.75,453.12
1.31,15.07,156.34,174.29,75.47,0.0,173.87,458.19
5.86,8.45,161.84,172.26,40.05,-365.63,174.6,465.5
25.13,1.4,166.49,171.98,33.97,0.0,175.24,471.76
28.91,3.5,173.98,171.38,50.22,0.0,175.48,478.67
33.36,6.78,176.41,166.85,95.08,0.0,175.48,486.93
43.04,10.33,170.41,169.01,142.09,0.0,177.11,485.45
50.18,13.2,165.02,168.25,176.05,0.0,177.75,486.3
54.47,12.06,161.46,167.35,196.0,0.0,178.71,483.37
54.13,11.39,163.22,163.79,203.0,0.0,177.74,480.76
51.62,9.85,166.89,158.64,201.04,0.0,176.75,478.76
50.96,9.1,169.13,156.41,204.16,0.0,177.06,478.06
47.35,7.48,171.96,150.86,206.48,-338.66,176.38,478.44
43.59,4.19,175.38,146.65,200.11,0.0,176.44,472.0
36.2,0.73,179.11,141.0,194.25,0.0,175.26,460.32
32.89,9.35,179.78,140.29,176.88,0.0,175.89,451.78
9.04,14.98,179.41,142.25,157.54,0.0,175.48,449.64
9.8,21.77,178.88,145.93,135.07,0.0,175.7,450.12
11.76,30.53,178.66,154.36,96.4,0.0,176.28,452.69
10.58,37.05,177.57,161.32,68.01,0.0,176.59,454.25
7.05,41.68,175.96,163.4,58.59,0.0,175.94,455.96
15.1,48.49,176.36,168.72,22.02,0.0,176.61,474.86
22.68,53.71,177.71,170.38,25.06,-283.22,177.27,478.22
29.21,57.06,177.53,173.47,34.67,0.0,176.61,477.21
34.75,62.2,177.47,175.79,60.88,0.0,176.57,474.77
38.5,65.28,177.14,175.41,75.93,0.0,176.59,473.83
40.5,68.18,176.23,177.89,99.64,0.0,176.59,473.61
41.87,69.52,174.51,178.35,110.17,0.0,176.61,473.71
40.03,66.6,168.66,179.57,109.9,0.0,175.94,473.3
36.73,63.98,165.74,177.8,103.59,0.0,175.6,474.14
33.47,59.21,161.14,175.68,104.0,0.0,174.03,473.54
27.16,57.09,164.85,175.37,78.16,0.0,174.72,471.87
19.39,49.65,162.99,176.06,70.34,-200.8,174.72,463.0
11.75,42.53,162.55,175.74,64.4,0.0,173.99,457.58
11.67,37.65,163.88,176.31,64.35,0.0,173.66,455.06
9.94,33.99,167.22,174.11,42.45,0.0,173.99,456.86
22.1,27.38,169.56,174.18,27.31,0.0,174.29,458.8
48.75,20.07,171.84,173.04,17.89,0.0,174.32,462.85
76.3,14.73,177.25,174.34,29.15,0.0,175.7,470.51
66.58,10.72,177.87,175.73,44.28,0.0,176.32,476.24
61.28,6.89,177.52,176.8,48.04,0.0,176.34,477.15
56.34,5.56,177.06,176.78,51.0,0.0,176.67,478.13
54.55,4.88,178.46,175.34,44.0,-112.39,176.69,481.55
53.98,4.2,179.97,174.02,47.01,0.0,176.38,483.75
48.07,4.17,178.1,173.39,42.3,0.0,176.05,486.05
11.03,4.83,177.24,171.6,44.55,0.0,175.43,489.33
5.34,7.44,176.61,169.82,46.69,0.0,175.1,492.55
